n	expression
2751	(((((012*34)-56)-7)*8)-9)
2752	((((0*1)-2)+3456)-(78*9))
2753	(((01-2)+3456)-(78*9))
2754	(((0*12)+3456)-(78*9))
2755	((012*((34*5)+67))-89)
2756	(((01*2)+3456)-(78*9))
2757	(((01+2)+3456)-(78*9))
2758	(((0-1)+2345)+(6*(78-9)))
2759	((((012-3)-45)+67)*89)
2760	((01+2345)+(6*(78-9)))
2761	(((((012+345)-6)-7)*8)+9)
2762	((0123+4)+(5*((67*8)-9)))
2763	((((0-12)-34)*(5-67))-89)
2764	(((((012+34)-5)*67)+8)+9)
2765	(((012+345)*6)+(7*89))
2766	((012+3456)-(78*9))
2767	(((((01*23)+45)*6)*7)-89)
2768	((((0123+(45*6))*7)+8)+9)
2769	((0123+(45*(67-8)))-9)
2770	((01+(23*((45+67)+8)))+9)
2771	((((01+234)-5)-67)*(8+9))
2772	(012*(((34*5)*6)-789))
2773	((012+(((345+6)-7)*8))+9)
2774	(((((012*34)-5)+6)*7)-89)
2775	(((01+2)+(345*6))+(78*9))
2776	((0123+(4*56))*((7-8)+9))
2777	(((01+23)*(45+67))+89)
2778	(((0-123)*(45-67))+(8*9))
2779	(0123-(4*((5-678)+9)))
2780	((0123-((4-(5*67))*8))+9)
2781	((((0123-4)*5)*6)-789)
2782	((0123+4)+((5*(67-8))*9))
2783	((((01*2)*3)*(456-7))+89)
2784	((012+(345*6))+(78*9))
2785	((((0-123)-4)*(56-78))-9)
2786	((((012-3)-4)*(567-8))-9)
2787	((((0-12)+345)*6)+789)
2788	(((((012-3)*45)+6)*7)-89)
2789	((012+(((345-6)+7)*8))+9)
2790	((((01+2)+345)*6)+(78*9))
2791	((((012*3)+4)*(5+67))-89)
2792	((((01*23)+(4*5))*67)-89)
2793	(((012*(3+(4*56)))+78)-9)
2794	((((((012-3)*45)-6)*7)-8)+9)
2795	(((0-123)*(45-67))+89)
2796	(((012*34)*5)+((6+78)*9))
2797	((((((0*12)-3)+45)*67)-8)-9)
2798	(((0123+4)+((5*67)*8))-9)
2799	(((((01*23)*4)-56)*78)-9)
2800	((01+(((23*4)-56)*78))-9)
2801	((((((01+2)+345)-6)+7)*8)+9)
2802	((012+((3-45)*67))*(8-9))
2803	(((0-123)+(45*67))-89)
2804	(((01*2345)+(6*78))-9)
2805	((((01*2)+34)*56)+789)
2806	((01+((2+34)*56))+789)
2807	(((012*((3+(4*56))+7))+8)-9)
2808	(((((0-1)+23)*45)-678)*9)
2809	(((012+34)*(56+7))-89)
2810	((((((012-3)*45)-6)*7)+8)+9)
2811	(((01*2)*((3*456)-7))+89)
2812	((01+(2*((3*456)-7)))+89)
2813	((01-23)-(45*((6-78)+9)))
2814	(0123+((45-6)*(78-9)))
2815	((((((0*12)-3)+45)*67)-8)+9)
2816	(((012*34)-56)*((7-8)+9))
2817	(((((01*23)*4)-56)*78)+9)
2818	(((((01*2)*3)*456)-7)+89)
2819	(0123+(4*((5+678)-9)))
2820	(((0-123)+(45*67))-(8*9))
2821	(((0-12)+3456)-(7*89))
2822	(((01*2345)+(6*78))+9)
2823	((((012*34)*5)-6)+789)
2824	((0123-(4*(5-678)))+9)
2825	(((012*3)*((4+5)+67))+89)
2826	(((((01*234)+5)+67)+8)*9)
2827	(((012*((34*5)+67))-8)-9)
2828	(((0-1)+(((2*34)*5)*6))+789)
2829	(0123*((45+67)-89))
2830	((((0-1)-2)+3456)-(7*89))
2831	((((0*1)-2)+3456)-(7*89))
2832	(((01-2)+3456)-(7*89))
2833	(((0*12)+3456)-(7*89))
2834	(((((012-3)-4)*567)+8)-9)
2835	((((012*34)*5)+6)+789)
2836	((((012+34)-5)*67)+89)
2837	((01*2345)-(6*(7-89)))
2838	((01+2345)-(6*(7-89)))
2839	(0123+(4*(56+(7*89))))
2840	(((0123+(45*6))*7)+89)
2841	(0123+(((4*56)+78)*9))
2842	((((((01*23)*4)*5)*6)-7)+89)
2843	(((01*2345)-6)+((7*8)*9))
2844	(((012+345)*6)+(78*9))
2845	((012+3456)-(7*89))
2846	((0123+(4*(5+678)))-9)
2847	(((0-12)+(345*6))+789)
2848	((01-((2-345)*6))+789)
2849	(((((01+23)-4)+(5*67))*8)+9)
2850	((012+3)-(45*((6-78)+9)))
2851	(0123-(4*((5-678)-9)))
2852	(((((012-3)-4)*567)+8)+9)
2853	((((01-2)+345)*6)+789)
2854	((01-234)+(((5*67)+8)*9))
2855	(((((012+345)-6)+7)*8)-9)
2856	((((0-1)-2)+(345*6))+789)
2857	(((((012+345)+6)-7)*8)+9)
2858	(((01-2)+(345*6))+789)
2859	((((0*12)+345)*6)+789)
2860	((((0-1)+2)+(345*6))+789)
2861	((((01+2)+34)*56)+789)
2862	(((01+2)+(345*6))+789)
2863	(((((012*34)-56)+7)*8)-9)
2864	((0123+(4*(5+678)))+9)
2865	(((((0-1)+2)+345)*6)+789)
2866	((((012-3)-4)*(567+8))-9)
2867	((01*2345)+(6*(78+9)))
2868	((01+2345)+(6*(78+9)))
2869	(((01-23)*((4-56)-78))+9)
2870	(((0-1)+((2+345)*6))+789)
2871	((012+(345*6))+789)
2872	(((01*2345)+(67*8))-9)
2873	(((01+2345)+(67*8))-9)
2874	(((01*23)+456)*((7+8)-9))
2875	((((0-123)+(45*67))-8)-9)
2876	((01*2345)+((67-8)*9))
2877	((((01+2)+345)*6)+789)
2878	((01-(((23-4)-56)*78))-9)
2879	((((((01+2)+345)+6)+7)*8)-9)
2880	(((((012-34)-5)+67)*8)*9)
2881	(((((012*34)-56)+7)*8)+9)
2882	(((((012-3)*45)-6)*7)+89)
2883	(((01*2)*((3*456)+78))-9)
2884	((((012-3)-4)*(567+8))+9)
2885	((012+(((345+6)+7)*8))+9)
2886	(((((0123*4)+5)*6)-7)-89)
2887	(0123-(4*((5+6)-(78*9))))
2888	((((01*234)-5)*(6+7))-89)
2889	((((0-12)-345)+678)*9)
2890	(((01*2345)+(67*8))+9)
2891	(((01+2345)+(67*8))+9)
2892	((0123-(45*67))*(8-9))
2893	((((0-123)+(45*67))-8)+9)
2894	(((01-234)+((56*7)*8))-9)
2895	(((((0123*4)+5)*6)-78)-9)
2896	(((0-12)*3)-(4*(56-789)))
2897	((((012+34)*(56+7))+8)-9)
2898	((01*23)*(((45-6)+78)+9))
2899	((((012+34)*(56+7))-8)+9)
2900	(((((0123*4)+5)*6)+7)-89)
2901	((012*((34*5)+6))+789)
2902	((((0-1)-23)+(45*67))-89)
2903	(((((0*12)-3)+45)*67)+89)
2904	(((01-23)+(45*67))-89)
2905	(((01*2)-((3-45)*67))+89)
2906	(((01+2)-((3-45)*67))+89)
2907	(((((01*234)+5)+6)+78)*9)
2908	(((0-1)-23)-(4*(56-789)))
2909	((((0-123)+(45*67))+8)+9)
2910	((01-23)-(4*(56-789)))
2911	((((0-12)-3)+(45*67))-89)
2912	(((01-234)+((56*7)*8))+9)
2913	(((((0123*4)+5)*6)-78)+9)
2914	((((((0123*4)-5)*6)-7)+8)-9)
2915	((012-((3-45)*67))+89)
2916	(012*(((345-6)-7)-89))
2917	((((0-12)+3)+(45*67))-89)
2918	((((01+234)-5)*(6+7))-(8*9))
2919	((((0123*4)*5)+(6*78))-9)
2920	(((0-1)+2345)+(6*(7+89)))
2921	((01*2345)+(6*(7+89)))
2922	((01+2345)+(6*(7+89)))
2923	((((0*12)-3)+(45*67))-89)
2924	((((012-3)-4)*567)+89)
2925	(((((0*1)-234)+567)-8)*9)
2926	((((0*123)+45)*67)-89)
2927	((01-(((2-3)*45)*67))-89)
2928	((((01-2)+3)+(45*67))-89)
2929	((((0*12)+3)+(45*67))-89)
2930	((((((0123*4)-5)*6)+7)-8)+9)
2931	(((012+345)*6)+789)
2932	(((0*123)-4)*(56-789))
2933	((012*((34*5)+67))+89)
2934	((((01-234)+567)-8)*9)
2935	(((012-3)+(45*67))-89)
2936	(012+(34*(((5-6)+78)+9)))
2937	(((((01+23)*4)-56)-7)*89)
2938	(((((012*34)+5)-6)*7)+89)
2939	((((0-12)+34)*(56+78))-9)
2940	((((012*3)-456)*7)*(8-9))
2941	(((012+3)+(45*67))-89)
2942	(((((0*1)-23)+456)*7)-89)
2943	((01-((23-456)*7))-89)
2944	((((01*2)+3)*(4+567))+89)
2945	(((((01*23)+45)*6)*7)+89)
2946	((01+(((23+45)*6)*7))+89)
2947	((012+3)-(4*(56-789)))
2948	((((0-1)+23)+(45*67))-89)
2949	((((01-23)+456)*7)-89)
2950	(((01+23)+(45*67))-89)
2951	(((((012+345)+6)+7)*8)-9)
2952	(((((012*34)-5)+6)*7)+89)
2953	(((012+34)*((5+67)-8))+9)
2954	(((0-1)+23)-(4*(56-789)))
2955	((01*23)-(4*(56-789)))
2956	((01+23)-(4*(56-789)))
2957	((((0-12)+34)*(56+78))+9)
2958	(((012-34)+56)*(78+9))
2959	(((0123-(4*(5-67)))*8)-9)
2960	((01+234)+(5*((67*8)+9)))
2961	(((((012*34)+5)-6)-78)*9)
2962	(((01*2345)-6)+(7*89))
2963	((((0123*4)-56)*7)-89)
2964	((012+3456)-((7*8)*9))
2965	((((((01*2)-3)+45)*67)+8)+9)
2966	(((((012-3)*45)+6)*7)+89)
2967	(((01+23)+(45*67))-(8*9))
2968	((012*3)-(4*(56-789)))
2969	(((((012+345)+6)+7)*8)+9)
2970	(((((0-1)-2)-345)+678)*9)
2971	(0123+(((45-6)-7)*89))
2972	((01*2)-((3*45)*(67-89)))
2973	(((((01-23)+4)+56)*78)+9)
2974	(((01*2345)+6)+(7*89))
2975	(((01+2345)+6)+(7*89))
2976	((((01-23)+(45*67))-8)-9)
2977	((((012*34)+(5*6))*7)-89)
2978	((0-1)-(((2+345)-678)*9))
2979	(((((0*1)-2)-345)+678)*9)
2980	(((0-123)+(456*7))-89)
2981	(((0-123)+(45*67))+89)
2982	(012-((3*45)*(67-89)))
2983	((012*345)-((6+7)*89))
2984	((((0123-4)*5)*((6+7)-8))+9)
2985	((0-12)-((345-678)*9))
2986	(((01+(2*3))-45)+(((6*7)*8)*9))
2987	(((012+34)*(56+7))+89)
2988	((((01-2)-345)+678)*9)
2989	((0-123)-(4*((5+6)-789)))
2990	((012+34)*(56-((7-8)*9)))
2991	(((((0123*4)-5)*6)+78)-9)
2992	((((01-23)+(45*67))+8)-9)
2993	((01*2345)-((6-78)*9))
2994	((01+2345)-((6-78)*9))
2995	(((0*1)-2)-((345-678)*9))
2996	((01-2)-((345-678)*9))
2997	((((0*12)-345)+678)*9)
2998	(((((0*123)+45)*67)-8)-9)
2999	((01*2)-((345-678)*9))
3000	((01+2)-((345-678)*9))
3001	((012*345)-(67*(8+9)))
3002	((((01-23)+4)+56)*(7+(8*9)))
3003	(0123+((4*((5+67)+8))*9))
3004	(((((0123*4)-5)*6)-7)+89)
3005	((((0123*4)*5)+(67*8))+9)
3006	(((((0-1)+2)-345)+678)*9)
3007	((((012-3)+(45*67))-8)-9)
3008	(((((0-1)-23)+(45*67))+8)+9)
3009	(012-((345-678)*9))
3010	((((01-23)+(45*67))+8)+9)
3011	(((01-23)+((45-6)*78))-9)
3012	(012*((((34*5)-6)+78)+9))
3013	((((0-1)+2345)+678)-9)
3014	(((01*2345)+678)-9)
3015	(((01+2345)+678)-9)
3016	(01+(((2-345)+678)*9))
3017	((012*(34+((5*6)*7)))+89)
3018	(((((0123*4)-5)*6)+7)+89)
3019	((((01*2)*34)*56)-789)
3020	((01*2345)+((67+8)*9))
3021	((((0123+4)*5)*6)-789)
3022	(((((012*34)+5)+6)*7)+89)
3023	((((012-3)+(45*67))+8)-9)
3024	((((01+2)-345)+678)*9)
3025	((((012-3)+(45*67))-8)+9)
3026	(((((01+23)*4)+5)-67)*89)
3027	(((0-12)*34)+(5*(678+9)))
3028	(((((01-2)-3)+(45*67))+8)+9)
3029	((((012*3)+4)*56)+789)
3030	((01+((23-456)*7))*(8-9))
3031	((((0-1)+2345)+678)+9)
3032	(((01*2345)+678)+9)
3033	(((01+2345)+678)+9)
3034	((((01*23)-4)-56)*(7-89))
3035	(((((0123*4)-56)*7)-8)-9)
3036	(((0*123)-4)*((5*6)-789))
3037	(((((01*2)-3)+45)*67)+89)
3038	((((01+23)+(45*67))+8)-9)
3039	(((((01-23)+456)*7)-8)+9)
3040	(((((0-12)+3)+456)*7)-89)
3041	(((01*2345)-6)+(78*9))
3042	(((01+2345)-6)+(78*9))
3043	(01-(234*((56-78)+9)))
3044	((0123-(((4-56)*7)*8))+9)
3045	((((012+34)-5)-6)*(78+9))
3046	(((01+234)*(5-((6-7)*8)))-9)
3047	((((012+3)+(45*67))+8)+9)
3048	(((012+3)+((45-6)*78))-9)
3049	((0123+(45*67))-89)
3050	((((012*3)+(45*67))+8)-9)
3051	(012+(3*((4*56)+789)))
3052	((((0-1)+2345)+6)+(78*9))
3053	(((01*2345)+6)+(78*9))
3054	(((01+2345)+6)+(78*9))
3055	(0123-(4*(56-789)))
3056	((((01+23)+(45*67))+8)+9)
3057	((((012+34)+(5*67))*8)+9)
3058	((01-23)*(((4-56)-78)-9))
3059	(((01*23)-4)*((5+67)+89))
3060	(((01+2)*(345+678))-9)
3061	((((((0*1)-2)*3)+456)*7)-89)
3062	((01-(((2*3)-456)*7))-89)
3063	((012*34)+((5*(67-8))*9))
3064	(((((0123*4)+5)*6)-7)+89)
3065	(((01-23)+(45*67))+(8*9))
3066	((0123+(45*67))-(8*9))
3067	((((0-12)*3)+(456*7))-89)
3068	((((0-12)*3)+(45*67))+89)
3069	((((01*2)+3)*456)+789)
3070	((01+((2+3)*456))+789)
3071	(((((012*(3+4))*5)+6)*7)+89)
3072	(012*(345+((6-7)*89)))
3073	((((0-1)+23)+((45-6)*78))+9)
3074	(((01*23)+((45-6)*78))+9)
3075	(((01+(2*34))*56)-789)
3076	(((0-12)*3)-(4*((5+6)-789)))
3077	((((0123*4)*5)-6)+(7*89))
3078	((((01-234)+567)+8)*9)
3079	((((0-1)-23)+(456*7))-89)
3080	((((0*1)-23)+(456*7))-89)
3081	(((01-23)+(456*7))-89)
3082	(((01-23)+(45*67))+89)
3083	((01*23)+(45*((67-8)+9)))
3084	(012*(((345-6)+7)-89))
3085	(((0*1234)-5)*(6-(7*89)))
3086	((((0-123)+(456*7))+8)+9)
3087	(((((0*1234)+5)*67)+8)*9)
3088	((((0-12)-3)+(456*7))-89)
3089	((((0-12)-3)+(45*67))+89)
3090	((01-23)-(4*((5+6)-789)))
3091	((((0-12)-34)*((5+6)-78))+9)
3092	(((((01-2)-3)+456)*7)-(8*9))
3093	(0123+(45*((67+8)-9)))
3094	((012-((3-456)*7))-89)
3095	((((0-12)+3)+(45*67))+89)
3096	((01+2)*((345+678)+9))
3097	((((0123+(45*6))-7)*8)+9)
3098	(((01-(2*3))+(456*7))-89)
3099	((((01-2)-3)+(456*7))-89)
3100	((((0*12)-3)+(456*7))-89)
3101	((01*2345)+((6+78)*9))
3102	((01+2345)+((6+78)*9))
3103	((((0*123)+456)*7)-89)
3104	((((0*123)+45)*67)+89)
3105	(((012-345)+678)*9)
3106	((((0*12)+3)+(456*7))-89)
3107	((((0*12)+3)+(45*67))+89)
3108	((((01*2)+3)+(456*7))-89)
3109	((((01*2)*3)+(456*7))-89)
3110	((((01*2)*3)+(45*67))+89)
3111	(((((01+23)*4)-56)*78)-9)
3112	(((012-3)+(456*7))-89)
3113	(((012-3)+(45*67))+89)
3114	(((((012-3)*45)-67)+8)*9)
3115	((((012*(3+4))-56)+7)*89)
3116	(((0123*((4*5)+6))+7)-89)
3117	(((((01-2)+3)+456)*7)-89)
3118	(((012+3)+(456*7))-89)
3119	(((012+3)+(45*67))+89)
3120	(((((0*1)-23)+456)*7)+89)
3121	(((0123+(45*67))-8)-9)
3122	((((0*1)-2)+((3+456)*7))-89)
3123	((012*((345-6)-78))-9)
3124	(((((0*12)+3)+456)*7)-89)
3125	(((0-1234)+(56*78))-9)
3126	(((01*23)+(456*7))-89)
3127	((((0-1)+2345)-6)+789)
3128	(((01*2345)-6)+789)
3129	(((01+2345)-6)+789)
3130	(((01+2)+((3+45)*67))-89)
3131	((012+34)-(5*(6-(7*89))))
3132	(012*(((345-67)-8)-9))
3133	((012*34)+(5*((67*8)+9)))
3134	((01-23)-((4*(5-6))*789))
3135	(((012+3)+(456*7))-(8*9))
3136	((012+((3+456)*7))-89)
3137	(((0123+(45*67))+8)-9)
3138	(0123-((45*67)*(8-9)))
3139	((((0-1)+2345)+6)+789)
3140	(((01*2345)+6)+789)
3141	(((01+2345)+6)+789)
3142	((01-234)+((5*(67+8))*9))
3143	(((0-1234)+(56*78))+9)
3144	(((01+23)+(456*7))-(8*9))
3145	(((((0*1234)+56)*7)*8)+9)
3146	((((0-1)-234)+(5*678))-9)
3147	((((0123*4)*5)+678)+9)
3148	(((01-234)+(5*678))-9)
3149	(((01-23)-45)*((6*7)-89))
3150	(((((012+345)-6)+7)-8)*9)
3151	((01*23)*(((4*56)-78)-9))
3152	((((01+(2*3))+456)*7)-89)
3153	((((01-23)+(456*7))-8)-9)
3154	((01*2)*((34*(56-7))-89))
3155	(((0123+(45*67))+8)+9)
3156	((((012+3)*4)-56)*789)
3157	((01-((2+3)*(45-678)))-9)
3158	(((0-123)+(456*7))+89)
3159	((((012*34)+56)*7)-89)
3160	(((0*123)-4)*((5-6)-789))
3161	((012-3)+(4*((5-6)+789)))
3162	((((01+234)-56)+7)*(8+9))
3163	(((0123*4)+((5*67)*8))-9)
3164	((((0-1)-234)+(5*678))+9)
3165	((((0*1)-234)+(5*678))+9)
3166	((((012-3)+456)*7)-89)
3167	((012+3)+(4*((5-6)+789)))
3168	(012*(((345+6)-78)-9))
3169	((((01-23)+(456*7))+8)-9)
3170	((01-23)-((456*7)*(8-9)))
3171	((((01-23)+(456*7))-8)+9)
3172	((01-(((2-3)-45)*67))+89)
3173	(((012+34)+((56*7)*8))-9)
3174	((0123+((45-6)*78))+9)
3175	(((((0*123)+456)*7)-8)-9)
3176	(((((0-12)-3)+456)*7)+89)
3177	(((((012*34)-56)-7)+8)*9)
3178	((01+234)+(((5*67)-8)*9))
3179	(((012*34)*5)+(67*(8+9)))
3180	((((012*34)+5)*6)+(78*9))
3181	(((0123*4)+((5*67)*8))+9)
3182	(((012-((3-456)*7))+8)-9)
3183	(0123+(45*((67-8)+9)))
3184	((((012-3)+(456*7))-8)-9)
3185	((((01*2)*34)*56)-(7*89))
3186	(((((0-1)-23)+456)-78)*9)
3187	((((0123-45)*6)*7)-89)
3188	((012*3)+(4*((5-6)+789)))
3189	((0123*((4-56)+78))-9)
3190	((((012+3)+(456*7))-8)-9)
3191	(((((0*123)+456)*7)+8)-9)
3192	((((0*123)-456)*7)*(8-9))
3193	(((((0*123)+456)*7)-8)+9)
3194	(((012*(3+(45*6)))+7)-89)
3195	(((((0*1)-23)+456)-78)*9)
3196	(01-(((23-456)+78)*9))
3197	(((01*234)*(5+6))+(7*89))
3198	((((0*123)-45)+6)*(7-89))
3199	(((012+34)*56)+(7*89))
3200	((((012-3)+(456*7))+8)-9)
3201	((((012+345)+(6*7))*8)+9)
3202	((01-234)+(5*(678+9)))
3203	((((0-1)+23)*((4*56)-78))-9)
3204	((((01-23)+456)-78)*9)
3205	(01-((((2+34)-5)-67)*89))
3206	((((012+3)+(456*7))+8)-9)
3207	((((012*34)-5)*6)+789)
3208	((((012+3)+456)*7)-89)
3209	(((((0*123)+456)*7)+8)+9)
3210	((0123+(45*67))+(8*9))
3211	((((012*3)+(456*7))-8)-9)
3212	((0-1)+(((23*45)-678)*9))
3213	((((01*23)*45)-678)*9)
3214	(01+(((23*45)-678)*9))
3215	((((01+23)+(456*7))+8)-9)
3216	((((01*23)+(456*7))-8)+9)
3217	((((01+23)+(456*7))-8)+9)
3218	(((((0-12)+3)+456)*7)+89)
3219	((((012-3)*45)*6)+789)
3220	(((01+23)-4)*((5+67)+89))
3221	(((012*3)*((4*5)+67))+89)
3222	((((0123*4)-56)-78)*9)
3223	(((012+34)*(5+67))-89)
3224	((((012+3)+(456*7))+8)+9)
3225	((((012+3)+456)*7)-(8*9))
3226	((0123+(456*7))-89)
3227	((0123+(45*67))+89)
3228	(012*(((345+6)+7)-89))
3229	((((012*(34+5))+6)*7)-89)
3230	((((0123+4)+56)+7)*(8+9))
3231	((012*((345-67)-8))-9)
3232	((((01*23)+(456*7))+8)+9)
3233	((((01+23)+(456*7))+8)+9)
3234	(((0-12)-(3*45))*(67-89))
3235	(0123-(4*((5+6)-789)))
3236	((01-2)+(3*(456+(7*89))))
3237	(((0*12)+3)*(456+(7*89)))
3238	(((((01-2)+3)+45)*67)+89)
3239	((01*2)+(3*(456+(7*89))))
3240	((012-3)*((456-7)-89))
3241	(((01+(2*34))*56)-(7*89))
3242	(((01-23)+(456*7))+(8*9))
3243	((((0123*4)*5)-6)+789)
3244	((01+((2*34)*(56-7)))-89)
3245	((((0-12)*3)+(456*7))+89)
3246	((((01-(2*3))+456)*7)+89)
3247	((012*(345-67))-89)
3248	(((0-12)-((3-456)*7))+89)
3249	((012*((345-67)-8))+9)
3250	((((0-1)+23)+4)*((56+78)-9))
3251	((((((01*2)*3)+456)*7)+8)+9)
3252	((0-123)+(45*((6+78)-9)))
3253	(((((01-2)-3)+456)*7)+89)
3254	(((((012-3)+456)*7)+8)-9)
3255	((((0123*4)*5)+6)+789)
3256	(((((012-3)+456)*7)-8)+9)
3257	((0-123)+(4*(56+789)))
3258	(((((012+345)+6)+7)-8)*9)
3259	(((01-23)+(456*7))+89)
3260	(((((0*12)-3)+456)*7)+89)
3261	((((012+3)*45)*6)-789)
3262	((((0-123)+4)+(5*678))-9)
3263	(((0-1)+((23+456)*7))-89)
3264	((((01*23)+456)*7)-89)
3265	((01+((23+456)*7))-89)
3266	((((0-12)-3)+(456*7))+89)
3267	((((012*34)+5)*6)+789)
3268	((((01-2)+3)-45)*((6+7)-89))
3269	((((01*2)+3)+(456*7))+(8*9))
3270	(((012-345)+6)*((7-8)-9))
3271	((((01+23)+456)*7)-89)
3272	((012-((3-456)*7))+89)
3273	(((((012+3)*4)*56)-78)-9)
3274	(((((01*2)-3)+456)*7)+89)
3275	(0123+(4*((5-6)+789)))
3276	(((((012+345)+6)-7)+8)*9)
3277	(((((0123-45)*6)*7)-8)+9)
3278	(((012+34)*56)+(78*9))
3279	((012*(345-6))-789)
3280	(((012-3)-4)*(567+89))
3281	((((0*123)+456)*7)+89)
3282	((01+((23+456)*7))-(8*9))
3283	(0123-(4*((5-6)-789)))
3284	((((0*12)+3)+(456*7))+89)
3285	((012*((345+6)-78))+9)
3286	((((01*2)+3)+(456*7))+89)
3287	(((((0*12)+345)+67)*8)-9)
3288	((((01+(2*3))*456)+7)+89)
3289	(((01*2)+((345+67)*8))-9)
3290	(((012-3)+(456*7))+89)
3291	(((((012+3)*4)*56)-78)+9)
3292	(((01+(2*34))*(56-7))-89)
3293	((((012+3)-45)+67)*89)
3294	(((((012+345)-6)+7)+8)*9)
3295	(((((01-2)+3)+456)*7)+89)
3296	(((012+3)+(456*7))+89)
3297	(((((01-2)+345)+67)*8)+9)
3298	(((0123+(456*7))-8)-9)
3299	((012+((345+67)*8))-9)
3300	(((01*2)+3)*((4+567)+89))
3301	(((01-2)+((3+456)*7))+89)
3302	(((((0*12)+3)+456)*7)+89)
3303	(((((0-1)+234)+56)+78)*9)
3304	(((01*23)+(456*7))+89)
3305	(((01+23)+(456*7))+89)
3306	((((01-23)+4)+56)*(78+9))
3307	(((01*2)+((3+45)*67))+89)
3308	(((0-123)-4)+(5*(678+9)))
3309	((((012*(3+4))*5)*6)+789)
3310	(((01-2)-34)+(5*(678-9)))
3311	(((0-1234)+(567*8))+9)
3312	((((01*234)+56)+78)*9)
3313	(01+(((234+56)+78)*9))
3314	(((0123+(456*7))+8)-9)
3315	(((012-3)*456)-789)
3316	(((0123+(456*7))-8)+9)
3317	(((012*3)+(456*7))+89)
3318	(0123+(45*((6+(7*8))+9)))
3319	(((012*(345-67))-8)-9)
3320	((((012*34)+56)*7)+(8*9))
3321	((((01+234)+56)+78)*9)
3322	((012-34)*((5-67)-89))
3323	((012-34)+(5*(678-9)))
3324	(012*(((345-67)+8)-9))
3325	(((0-12)+3456)-(7*(8+9)))
3326	((((0*1)-23)+4)+(5*(678-9)))
3327	((((012-3)+456)*7)+(8*9))
3328	((((012+34)+5)*67)-89)
3329	(((((01+2)+345)+67)*8)+9)
3330	((0123-456)*((7-8)-9))
3331	(((((0*1)-2)*34)+(5*678))+9)
3332	(((0123+(456*7))+8)+9)
3333	((012+3456)-((7+8)*9))
3334	((0-12)+((3+4)*(567-89)))
3335	(((012*(345-67))+8)-9)
3336	(012*(345+(67*(8-9))))
3337	((((012*34)+56)*7)+89)
3338	((01+((2*3)*(4+567)))-89)
3339	((((01*23)+(45*6))+78)*9)
3340	(((01+2)+3456)-(7*(8+9)))
3341	(((0*123)-4)+(5*(678-9)))
3342	((((0-1)-23)+(45*(67+8)))-9)
3343	(((((01+23)+456)*7)-8)-9)
3344	((((012-3)+456)*7)+89)
3345	(((012*345)-6)-789)
3346	((((0*12)+3)+4)*(567-89))
3347	((((0*12)-34)+(5*678))-9)
3348	((((0-12)+3456)-7)-89)
3349	((012+3456)-(7*(8+9)))
3350	((((01+2)-34)+(5*678))-9)
3351	((((01*2)*345)*6)-789)
3352	((01+((2*345)*6))-789)
3353	(((012*(345-67))+8)+9)
3354	((0123-(45*(6-78)))-9)
3355	((((012*3)+456)*7)-89)
3356	(((0-1)-23)+(4*(56+789)))
3357	(((012*345)+6)-789)
3358	((0-1234)-(56*(7-89)))
3359	((((01-2)+3456)-7)-89)
3360	((((0*12)+3456)-7)-89)
3361	(((((0-1)+2)+3456)-7)-89)
3362	((((0-12)+3456)+7)-89)
3363	((((01+2)+3456)-7)-89)
3364	((01+(234*(5+6)))+789)
3365	(((012+34)*56)+789)
3366	((012*(345-6))-(78*9))
3367	(((((0*1)-2)+3456)-78)-9)
3368	((((01-2)+3456)-78)-9)
3369	((((0*12)+3456)-78)-9)
3370	(((((0-1)+2)+3456)-78)-9)
3371	((((01*2)+3456)-78)-9)
3372	(((012+3456)-7)-89)
3373	((((01-2)+3456)+7)-89)
3374	((((0*12)+3456)+7)-89)
3375	((((0-12)+3456)-78)+9)
3376	((((01*2)+3456)+7)-89)
3377	((((01+2)+3456)+7)-89)
3378	(((0-1)-23)+((456-78)*9))
3379	((((0-12)+3456)+7)-(8*9))
3380	(((0*123)+4)*(56+789))
3381	(((012+3456)-78)-9)
3382	(((((0*12)-34)+5)+67)*89)
3383	((((012+345)+67)*8)-9)
3384	((01+2)*((345-6)+789))
3385	(((((0*1)-2)+3456)-78)+9)
3386	(((012+3456)+7)-89)
3387	((((0*12)+3456)-78)+9)
3388	(((((0-1)+2)+3456)-78)+9)
3389	((((01*2)+3456)-78)+9)
3390	((((01+2)+3456)-78)+9)
3391	((012+34)+(5*(678-9)))
3392	((((012+3)-4)+(5*678))-9)
3393	(((012-3)*(456-78))-9)
3394	(012-(((34-5)-67)*89))
3395	((012+3)+(4*(56+789)))
3396	(((01+2)-345)+((6*7)*89))
3397	((((0-12)+3456)-(7*8))+9)
3398	(((01-2)-3)+((456-78)*9))
3399	(((012+3456)-78)+9)
3400	(((((012+34)+5)*67)-8)-9)
3401	((((012+345)+67)*8)+9)
3402	((((0*123)+456)-78)*9)
3403	(((012+3456)+7)-(8*9))
3404	((0123+(456*7))+89)
3405	((012-345)+((6*7)*89))
3406	((((012-3)-4)*(5+678))-9)
3407	(((((01-23)+456)-7)*8)-9)
3408	((012*(345-67))+(8*9))
3409	((((0*12)+3456)-(7*8))+9)
3410	((((01+2)-34)*5)*(67-89))
3411	(((012-3)*(456-78))+9)
3412	((((01+2)+3456)-(7*8))+9)
3413	((012-34)+(5*(678+9)))
